state,county,food2020,HSgrad2020,unemployed2020,housingProblems2020,singleParent2020,female2020,AUDmortality2014,SUDmortality2014,distress2020,poverty2020
Florida,Charlotte County,13,90,4,16,33,51.2,2.69,15.09,13.98,9.8
Florida,Citrus County,15,80,5.2,15,38,51.5,4.42,20.56,15.07,12.6
Florida,Clay County,12,88,3.3,14,29,50.7,1.71,10.79,13.56,8.9
Florida,Collier County,10,89,3.4,20,36,50.7,2.02,11.39,12.61,10.1
Florida,Columbia County,16,71,3.7,16,37,48.4,3.02,14.65,15.33,15.6
Florida,DeSoto County,16,65,3.8,18,37,43.4,4.42,7.6,16.28,20.8
Florida,Dixie County,17,89,4.2,14,44,44.6,4.15,14.85,16.24,23.2
Florida,Duval County,18,80,3.6,18,42,51.5,2.82,12.54,13.42,15.2
Florida,Escambia County,17,80,3.5,13,38,50.5,4.27,11.74,13.85,13.5
Florida,Flagler County,13,81,4,17,37,51.9,2.07,11.13,14.19,9.4
Florida,Franklin County,16,79,3.5,16,34,44.2,6.54,15.18,13.71,19.1
Florida,Gadsden County,22,53,4.6,15,59,52.5,4.39,5.4,15.49,21.9
Florida,Gilchrist County,15,93,3.8,13,35,48.4,2.99,8.1,15.03,14.5
Florida,Glades County,14,85,4,16,34,43.8,4.43,11.18,14.26,18.1
Florida,Gulf County,15,85,4.4,16,29,41.5,3.92,10.4,13.38,15.1
Florida,Hamilton County,20,68,4.2,13,41,42.1,2.58,8.12,15.04,24.2
Florida,Hardee County,13,73,5.3,18,41,47.2,3.36,7.73,15.34,21.2
Florida,Hendry County,13,86,6.1,21,50,46.7,3.33,11.4,15.65,22.9
Florida,Hernando County,13,87,4.5,15,35,51.8,2.71,18.76,14.35,12.5
Florida,Highlands County,14,73,4.8,15,36,51.1,3.19,13.68,15.36,16.1
Florida,Hillsborough County,13,83,3.4,19,40,51.1,3.33,9.93,13.92,11.9
Florida,Holmes County,18,70,4,14,42,46.9,3.54,12.86,16.03,20.5
Florida,Indian River County,13,88,4.3,16,31,52.1,5.33,16.17,14,8.7
Florida,Jackson County,19,73,4,13,44,44.9,3.09,6.21,14.15,19.5
Florida,Jefferson County,17,56,3.7,15,30,47.6,5.98,7.17,14.12,17.2
Florida,Lafayette County,14,88,3.2,17,23,42.9,3.94,10.15,14.68,20.7
Florida,Lake County,13,78,3.5,16,37,51.6,3.04,9.67,13.45,9.2
Florida,Lee County,12,79,3.4,18,39,51.1,5.47,11.86,13.74,10.5
Florida,Leon County,20,90,3.3,22,39,52.6,3.49,5.1,13.59,17.6
Florida,Levy County,16,79,3.8,15,41,51.2,4.6,12.66,15.87,16.9
Florida,Liberty County,17,91,3.8,11,43,38.3,3.25,5.07,15.09,21.2
Florida,Madison County,22,81,3.9,20,49,47.1,2.18,5.93,16.11,23.8
Florida,Manatee County,12,82,3.4,17,38,51.7,4.58,17.89,13.67,10.9
Florida,Marion County,15,77,4.3,15,41,52,3.07,13.66,14.28,15.3
Florida,Martin County,11,84,3.5,18,31,50.6,5.51,13.66,12.68,11.1
Florida,Miami-Dade County,10,81,3.9,31,41,51.5,1.57,4.61,14.17,15
Florida,Monroe County,11,80,2.6,26,39,48,6.47,15.2,13.02,10.2
Florida,Nassau County,12,91,3.2,14,30,50.8,2.21,14.69,13.23,8.1
Florida,Okaloosa County,13,87,2.9,15,30,49.3,3.73,9.29,12.38,9.6
Florida,Okeechobee County,14,72,3.7,17,40,46.3,6.24,21.21,15.82,17.7
Florida,Orange County,14,84,3.2,21,38,50.9,2.29,9.16,13.2,12.7
Florida,Osceola County,10,87,3.6,23,35,50.7,1.57,8.48,14.13,11.8
Florida,Palm Beach County,13,86,3.6,22,36,51.5,2.27,12.6,13.17,12
Florida,Pasco County,13,82,3.8,15,33,51.4,4.58,18.98,14.12,11.4
Florida,Pinellas County,14,83,3.3,18,41,52,5.89,14.68,13.52,11.1
Florida,Polk County,14,78,4.1,17,40,51,3.29,11.8,14.76,14.4
Florida,Putnam County,19,72,4.8,19,46,50.5,4.17,15.41,16.52,24.3
Florida,Santa Rosa County,11,90,2.9,15,22,51.2,2.3,10.08,13.32,9.4
Florida,Sarasota County,15,91,4.4,20,35,51.1,4.71,14.26,12.69,8.7
Florida,Seminole County,13,87,3.3,13,27,49,2.24,10.08,12.55,8
Florida,St. Johns County,12,86,3.4,17,34,52.3,1.87,7.77,12,8.1
Florida,St. Lucie County,12,89,3.2,17,30,51.7,4.14,13.89,14.02,13.8
Florida,Sumter County,12,85,5.1,12,35,50.1,2.18,8.85,12.4,12.3
Florida,Suwannee County,16,93,3.7,16,39,48.5,2.54,11.56,15.8,17.7
Florida,Taylor County,16,70,3.8,10,34,45.4,6.77,8.69,14.8,19.3
Florida,Union County,18,81,3.4,16,36,35.6,2.66,8.46,14.54,20.7
Florida,Volusia County,14,77,3.7,18,40,51.2,3.54,13.95,14.29,11.6
Florida,Wakulla County,14,88,3.1,12,24,46.6,4.51,8.85,13.02,10.3
Florida,Walton County,14,83,3.1,19,28,49.5,3.09,11.71,13.96,11.4
Florida,Washington County,17,78,3.8,12,36,46.3,3.96,11.19,15.55,20.4
Georgia,Appling County,15,89,4.3,11,40,50.1,2.43,10.99,14.3,19.9
Georgia,Atkinson County,13,88,3.5,14,45,49.5,2.6,11.96,15.52,21.6
Georgia,Bacon County,14,94,3.8,10,43,51.1,2.74,14.89,13.98,21.1
Georgia,Baker County,17,78,5.1,11,35,50.5,2.73,3.36,12.87,23.7
Georgia,Baldwin County,21,92,5,21,49,49.3,2.41,7.52,14.17,22.6
Georgia,Banks County,10,93,3.1,13,26,49.2,2.05,13.79,12.74,11.6
Georgia,Barrow County,10,86,3.3,14,33,51,4.23,13.1,11.95,10.1
Georgia,Bartow County,11,88,3.8,16,31,50.7,2.9,13.52,12.17,10.2
Georgia,Ben Hill County,21,80,5.9,20,50,52.6,4.67,7.19,14.58,22.3
Georgia,Berrien County,15,79,4.2,13,30,50.9,2.49,5.69,13.86,18.9
Georgia,Bibb County,22,79,4.5,21,54,53.1,3.37,9.6,13.72,28
Georgia,Bleckley County,17,92,5.7,13,45,52.3,2.37,9.8,13.28,18.5
Georgia,Brantley County,13,83,4.5,12,35,50.7,3.02,16.6,14.33,17.8
Georgia,Brooks County,16,87,3.9,20,40,51.2,4.85,5.89,13.44,20.6
Georgia,Bryan County,11,88,3.4,15,28,50.7,2.73,6.59,11.47,8
Georgia,Bulloch County,20,85,4.2,21,39,50.9,2.24,6.31,14.4,20.7
Georgia,Burke County,21,89,6,14,49,52.4,3.27,8.66,14.46,20
Georgia,Butts County,16,81,4,14,39,47.2,3.89,14.97,13.04,20.8
Georgia,Calhoun County,22,89,4.3,16,50,39.7,6.47,5.49,14.81,34.4
Georgia,Camden County,13,93,4.2,13,32,48.8,2.31,7.65,11.87,9.4
Georgia,Candler County,17,91,3.4,20,55,51,7.85,14.32,15.29,20.1
Georgia,Carroll County,14,90,4,16,33,51.2,2.77,16.74,12.95,16.8
Georgia,Catoosa County,10,88,3.4,12,23,51.6,1.81,15.02,11.57,10.1
Georgia,Charlton County,15,87,4.3,11,31,42.7,3.04,10.11,12.75,25.5
Georgia,Chatham County,17,87,3.7,20,46,51.9,3.77,8.07,11.78,15.6
Georgia,Chattahoochee County,16,82,5.6,18,26,36,1.26,4.44,12.21,15.6
Georgia,Chattooga County,14,86,4.1,15,35,48.9,2.85,16.07,13.72,18.8
Georgia,Cherokee County,8,88,3.1,13,19,50.8,2.23,9.79,10.89,6.7
Georgia,Clarke County,21,80,4,26,44,52.6,4.89,7.64,14.77,24.6
Georgia,Clay County,27,,7.7,17,70,52.8,10.04,8.6,17.59,24.1
Georgia,Clayton County,21,72,4.9,23,54,53.2,2.43,6.99,13.57,16.8
Georgia,Clinch County,21,99,4.6,15,62,51.4,2.25,8.67,16.43,20.4
Georgia,Cobb County,11,85,3.4,15,30,51.6,1.96,9.68,10.51,9.2
Georgia,Coffee County,16,85,4.5,16,48,48.6,2.79,11.97,13.5,23.1
Georgia,Colquitt County,15,81,3.8,20,44,50.5,3.73,8.43,14.54,20.4
Georgia,Columbia County,9,91,3.5,11,20,51.2,1.12,6.67,10.58,6.7
Georgia,Cook County,16,90,3.8,15,39,51.8,3.86,8.3,14.22,19.5
Georgia,Coweta County,11,85,3.4,13,28,51.3,1.96,8.29,11.4,8.6
Georgia,Crawford County,14,83,4.2,15,39,49.6,2.16,8.35,13.15,16.1
Georgia,Crisp County,21,88,4.9,21,54,52.7,3.29,7.35,15.45,24.5
Georgia,Dade County,11,92,3.6,14,22,50.9,2.3,10.57,12.15,13
Georgia,Dawson County,8,95,3.3,14,19,50.6,2.1,11.96,11.05,8.7
Georgia,Decatur County,19,84,4.7,20,48,51.6,4.26,6.54,13.89,25.6
Georgia,DeKalb County,18,76,4,20,45,52.7,3.53,5.56,11.82,15.8
Georgia,Dodge County,17,93,5.2,12,42,47.9,3.16,10.15,13.47,21.4
Georgia,Dooly County,19,83,4.6,20,44,45.6,2.57,4.46,13.39,27
Georgia,Dougherty County,26,87,5.1,23,65,54.1,7.66,7.45,14.94,27.4
Georgia,Douglas County,15,86,4.1,16,36,52.5,2.18,10.04,11.84,11.5
Georgia,Early County,21,91,4.6,20,60,53.3,6.48,6.7,15.1,24
Georgia,Echols County,12,95,3.2,20,25,48.3,2.27,6.29,13.6,20.6
Georgia,Effingham County,10,91,3.3,11,24,50.2,2.13,7.47,11.22,8.1
Georgia,Elbert County,16,82,4.8,17,36,52.2,4.09,17.11,13.39,23.8
Georgia,Emanuel County,20,84,5.9,16,53,50.8,3.22,9.72,14.69,26.4
Georgia,Evans County,16,82,3.7,18,48,51.3,4.09,9.45,13.92,19.6
Georgia,Fannin County,11,94,3.9,14,30,51.4,2.57,23.37,12.59,15.6
Georgia,Fayette County,8,89,3.5,11,20,51.5,1.79,7.36,10.13,5.3
Georgia,Floyd County,13,93,4.3,16,39,51.7,3.16,13.55,12.66,18.4
Georgia,Forsyth County,5,94,3.1,10,13,50.4,2.39,8.08,9.76,5.1
Georgia,Franklin County,15,91,3.8,15,37,51,4.2,21.33,13.74,16.3
Georgia,Fulton County,17,86,4,19,42,51.6,4.35,11.01,11.07,13
Georgia,Gilmer County,11,84,4.2,13,29,49.9,2.25,15.72,12.57,14
Georgia,Glascock County,11,88,4.2,10,36,50.5,1.66,8.69,12.98,15.5
Georgia,Glynn County,15,95,3.7,18,44,52.9,3.11,13.98,12.8,15.5
Georgia,Gordon County,11,96,3.8,16,34,50.7,2.18,13.69,12.89,11.8
Georgia,Grady County,17,91,3.9,15,47,51.8,4.16,5.84,13.9,18.7
Georgia,Greene County,16,90,4.2,19,51,51.9,2.98,8.33,13.49,15.3
Georgia,Gwinnett County,10,84,3.5,18,28,51.2,2.01,4.91,10.86,10.4
Georgia,Habersham County,10,92,3.7,17,21,52.7,1.9,10.61,12.6,13.7
Georgia,Hall County,8,89,3.2,18,30,50.3,3.53,10.24,11.97,12.7
Georgia,Hancock County,24,83,6,22,71,45,2.94,6.15,14.56,30.7
Georgia,Haralson County,13,96,3.9,14,34,51.5,2.27,26.04,12.75,15.5
Georgia,Harris County,9,92,3.4,9,24,50,1.74,7.03,10.64,9
Georgia,Hart County,13,95,3.6,16,33,50.5,2.65,14.29,13.29,14.4
Georgia,Heard County,13,91,3.9,13,32,50.2,4.42,15.72,12.99,16.4
Georgia,Henry County,14,88,4.1,15,35,52.3,2.41,9.41,11.69,8.7
Georgia,Houston County,15,87,4,15,36,51.5,2.67,4.48,12.39,10.8
Georgia,Irwin County,18,92,5.6,16,46,48,2.69,6.42,14.11,20.9
Georgia,Jackson County,9,94,3,14,24,50.7,2.55,15.54,11.47,9.1
Georgia,Jasper County,14,85,3.5,17,30,51.1,2.84,10.42,13.9,14
Georgia,Jeff Davis County,14,90,4.9,15,39,50.7,2.27,19.42,13.91,20
Georgia,Jefferson County,21,87,5.3,16,47,51.7,5.26,9.9,14.32,21.1
Georgia,Jenkins County,20,80,5.4,24,54,46.4,2.99,7.72,15,28
Georgia,Johnson County,17,93,4,17,41,44,2.15,9,12.56,25.9
Georgia,Jones County,12,88,3.7,10,35,51.6,1.98,9.76,12.07,11.6
Georgia,Lamar County,17,87,4.6,15,32,51.8,6.66,14.4,13.1,13.8
Georgia,Lanier County,18,79,4.4,20,42,49.5,2.32,6.67,13.86,19.6
Georgia,Laurens County,20,85,4.8,14,49,52.7,4.68,12.27,14.6,20.7
Georgia,Lee County,11,88,3.6,11,27,49.9,3.08,5.8,11.21,10.1
Georgia,Liberty County,17,85,4.3,17,41,49.3,2.35,6.54,12.69,14.7
Georgia,Lincoln County,17,85,5,13,48,51.5,2.31,9.57,13.06,16.5
Georgia,Long County,14,92,4,14,30,49.6,2.58,8.32,13.06,16.7
Georgia,Lowndes County,19,90,4.1,17,41,51.6,3.4,5.43,13.72,20.3
Georgia,Lumpkin County,12,90,3.6,17,29,50.4,1.58,12.32,13.23,12.5
Georgia,Macon County,20,77,5.6,18,58,53.2,2.33,5.63,14.3,31.1
Georgia,Madison County,16,77,4,12,44,51.2,4.1,9.41,13.24,14.5
Georgia,Marion County,23,87,6.2,21,55,45.2,4.71,11.41,13.47,20.6
Georgia,McDuffie County,12,90,3.5,15,35,50.6,5.86,6.26,13.86,16.7
Georgia,McIntosh County,18,93,5.1,14,43,50.8,2.65,20.03,12.86,19.9
Georgia,Meriwether County,18,84,5,18,46,52.1,2.43,12.71,13.71,22.1
Georgia,Miller County,17,83,3.7,17,45,52.1,5.02,8.11,13.63,19.8
Georgia,Mitchell County,21,93,5.4,19,57,48.1,3.86,6.66,13.93,38.2
Georgia,Monroe County,12,85,3.7,15,34,50.1,1.93,8.88,11.81,12.8
Georgia,Montgomery County,15,89,5.7,15,30,48.6,1.51,7.28,12.53,19.3
Georgia,Morgan County,12,90,3.6,14,24,51.9,5,11.76,11.63,11.6
Georgia,Murray County,11,93,5.3,15,28,50.8,2.28,21.32,13.02,15.9
Georgia,Muscogee County,20,89,5.1,20,49,51.4,3.17,8.61,13.18,21.1
Georgia,Newton County,16,87,4.5,17,38,52.8,2.94,9.5,12.47,14.4
Georgia,Oconee County,7,95,3,10,17,50.9,1.18,6.35,10.34,6
Georgia,Oglethorpe County,13,91,3.7,13,31,50.6,3.35,10.24,12.66,13.4
Georgia,Paulding County,10,86,3.4,14,27,51.3,2.2,12.91,11.32,7.3
Georgia,Peach County,17,81,5.1,16,45,51.8,4.59,9.43,12.88,19.2
Georgia,Pickens County,8,96,3.5,13,24,50.9,1.79,12.53,11.25,10.5
Georgia,Pierce County,13,91,3.8,12,40,50.6,2.39,13.7,13.15,16.5
Georgia,Pike County,10,88,3.6,16,17,50.8,3.5,7.87,11.27,10.1
Georgia,Polk County,13,80,4.2,17,43,50.6,1.9,18.82,13.15,16.3
Georgia,Pulaski County,18,90,4.3,19,55,56.9,2.81,6.24,14,20.4
Georgia,Putnam County,14,93,5,15,41,51.2,3.71,10.22,12.56,16.3
Georgia,Quitman County,20,96,5.5,19,61,52.2,4.95,8.54,14.03,23.1
Georgia,Rabun County,12,94,4,17,32,50.8,3.6,19.85,13.2,13.8
Georgia,Randolph County,25,83,5.9,21,80,53.8,5.53,6.14,16.05,27.4
Georgia,Richmond County,21,79,5.1,21,53,51.6,5,10.71,13.81,25.5
Georgia,Rockdale County,16,83,4.4,18,49,53,3.05,9.63,12.75,12.7
Georgia,Schley County,17,97,4.7,13,37,52.6,1.98,5.21,13.66,15
Georgia,Screven County,19,82,5.4,18,49,50.5,3.55,7.21,14.05,20.7
Georgia,Seminole County,18,88,5.3,14,50,52.1,3.55,7.09,13.65,22.9
Georgia,Spalding County,18,85,4.7,21,51,52,3.49,13.34,13.52,17.9
Georgia,Stephens County,13,90,4.5,15,25,52,4.12,21.31,13.21,16.9
Georgia,Stewart County,22,96,4.7,19,68,34,4.81,6.34,15.53,31.3
Georgia,Sumter County,24,89,5.9,21,59,53,2.98,5.82,15.19,24.3
Georgia,Talbot County,18,95,5,16,60,52.1,4.22,8.79,13.36,20.8
Georgia,Taliaferro County,23,,5.1,19,54,50.5,5.58,9.03,14.8,23.2
Georgia,Tattnall County,16,84,4.2,15,46,42.3,2.99,10.61,13.4,20.7
Georgia,Taylor County,21,73,6.5,16,41,52.2,2.67,7.7,15,23.2
Georgia,Telfair County,20,80,6.8,12,47,41.5,2.78,7.36,13.97,29.9
Georgia,Terrell County,25,91,6.6,20,66,52.1,5.35,4.78,15,27.8
Georgia,Thomas County,17,87,4.7,20,50,52.6,4.06,6.51,13.45,16.2
Georgia,Tift County,17,85,4,15,40,51.6,3.84,4.79,13.77,20.5
Georgia,Toombs County,17,91,5.8,17,43,52.5,2.53,10.24,14.33,22.2
Georgia,Towns County,11,98,5.5,17,39,52.3,2.3,20.64,12.21,13.2
Georgia,Treutlen County,17,85,5.8,13,34,50.3,2.54,6.57,12.99,23.4
Georgia,Troup County,17,84,3.7,19,44,51.8,4.08,12.56,12.97,16.4
Georgia,Turner County,19,94,5.1,22,60,51.4,3.4,6.68,13.63,22.2
Georgia,Twiggs County,20,96,5.9,15,53,50.9,3.29,9.84,14.26,20
Georgia,Union County,10,97,3.6,10,37,51.6,1.6,12.91,11.83,12.9
Georgia,Upson County,17,87,4.4,16,43,52.5,2.91,11.87,13.75,15.2
Georgia,Walker County,12,90,3.9,15,34,50.8,2.04,15.13,12.54,14.1
Georgia,Walton County,11,89,3.6,16,36,51.3,3.05,12.11,11.86,11.4
Georgia,Ware County,17,90,3.9,16,53,50,4.28,18.71,13.74,26
Georgia,Warren County,22,88,5,19,67,52.6,5.9,10.78,14.32,23.4
Georgia,Washington County,21,95,5,18,56,49,3.9,8.44,13.69,21.3
Georgia,Wayne County,16,91,4.6,14,35,48.7,3.24,16.94,13.14,19.7
Georgia,Webster County,19,86,6.3,14,43,50.1,2.65,4.58,12.84,18.6
Georgia,Wheeler County,22,84,7.4,10,27,35.3,2.59,6.69,14.35,35.6
Georgia,White County,11,88,3,16,25,51.2,2.42,17.83,12.2,12.5
Georgia,Whitfield County,9,80,4.7,17,28,50.2,2.56,11.43,13.03,13
Georgia,Wilcox County,17,94,5.2,13,42,40.3,3.66,6.41,12.81,27.9
Georgia,Wilkes County,19,80,4.6,18,55,52,4.81,9.62,14.37,20.2
Georgia,Wilkinson County,18,92,4.4,13,46,52.2,3.12,11.58,13.4,20.1
Georgia,Worth County,16,77,4.4,13,52,52,2.98,5.33,13.29,18.2
Hawaii,Hawaii County,12,79,3,24,37,50.4,1.56,6.92,12.56,12.2
Hawaii,Honolulu County,11,84,2.3,27,26,49.7,1.59,8.81,9.29,8
Hawaii,Kalawao County,18,,,18,,53.4,1.75,7.11,10.14,.
Hawaii,Kauai County,10,88,2.5,24,33,50.6,1.18,5.83,9.84,9.9
Hawaii,Maui County,10,80,2.4,30,33,50.3,1.75,7.11,10.71,9.5
Idaho,Ada County,12,84,2.5,14,24,49.9,2.27,8.17,11.12,7.7
Idaho,Adams County,14,93,5.5,12,34,48,4.05,7.29,12.78,13.7
Idaho,Bannock County,14,90,2.7,16,23,50.3,4.68,7.05,12.93,12.2
Idaho,Bear Lake County,13,78,2.9,11,18,50.1,2.66,9.8,11.78,9.5
Idaho,Benewah County,15,83,4.6,15,30,48.9,6.33,9.99,12.73,12.5
Idaho,Bingham County,11,90,2.7,12,25,50.2,3.83,9.73,12.52,11.1
Idaho,Blaine County,11,86,2.4,19,39,49.3,2.26,3.63,11.5,6.9
Idaho,Boise County,12,89,4.2,14,31,47.9,1.68,5.56,11.67,11.5
Idaho,Bonner County,14,84,4.1,19,25,50.1,2.96,6.22,11.86,12.6
Idaho,Bonneville County,11,79,2.4,13,21,50,4.06,15.14,11.76,9.7
Idaho,Boundary County,15,78,4.4,17,20,49.7,3.36,11.05,12.75,14
Idaho,Butte County,13,74,3.2,14,14,49.5,3.23,5.91,12,14.2
Idaho,Camas County,14,,2.3,18,20,49.4,2.29,3.78,13.19,8.3
Idaho,Canyon County,12,80,3.1,16,26,50.5,2.59,6.99,12.45,10.6
Idaho,Caribou County,11,91,2.8,10,12,48.9,3.39,7.1,11.19,7.9
Idaho,Cassia County,10,85,2.2,13,22,49.1,3,7.05,11.95,10.1
Idaho,Clark County,12,100,3,25,19,49.3,3.06,3.99,14.55,11.6
Idaho,Clearwater County,15,81,6.7,10,27,45,5.92,8.63,11.68,14
Idaho,Custer County,15,93,4,11,21,48.7,2.72,6.45,12.39,12.7
Idaho,Elmore County,13,83,3.3,14,29,47.6,2.85,5.47,12.36,11.7
Idaho,Franklin County,11,84,2.1,13,11,48.8,2.18,7.3,11.8,7.7
Idaho,Fremont County,10,87,2.4,14,15,47.7,2.91,5.1,12.22,12.6
Idaho,Gem County,14,81,3.4,15,38,50,4.97,10.03,12.73,11
Idaho,Gooding County,10,79,2.4,19,30,49.1,2.47,4.54,12.57,11.2
Idaho,Idaho County,14,85,4.7,15,15,47.5,4.26,5.98,12.4,13.1
Idaho,Jefferson County,10,90,2.3,12,15,49.2,2.37,5.36,11.39,8.5
Idaho,Jerome County,10,79,2.5,16,28,49,2.6,5.52,12.47,12.3
Idaho,Kootenai County,13,88,3.5,16,31,50.6,3.6,7.34,11.73,8.6
Idaho,Latah County,17,87,2.5,20,23,49.2,3.09,5.5,12.44,15.3
Idaho,Lemhi County,16,77,4.5,17,21,49.4,5.53,7.09,13.24,15.3
Idaho,Lewis County,15,89,5.5,16,30,49.2,3.56,7.34,13.4,12.9
Idaho,Lincoln County,9,91,3.4,14,23,48.1,2.78,4.91,12.66,11.4
Idaho,Madison County,19,91,1.7,30,9,49.4,2.02,5.05,14.67,14.3
Idaho,Minidoka County,10,77,2.5,10,33,49.9,2.17,5.74,12.55,14
Idaho,Nez Perce County,13,84,2.8,13,37,50.6,4.14,9.77,12.27,11.6
Idaho,Oneida County,12,89,2.2,16,18,49.8,2.96,5.93,11.63,9.7
Idaho,Owyhee County,13,94,3.6,17,29,49,4.25,8.15,13.71,13.6
Idaho,Payette County,12,87,3.6,16,22,50.1,2.37,7.96,12.32,11.5
Idaho,Power County,9,87,2.9,12,13,49.1,4.69,6.27,12.4,12.4
Idaho,Shoshone County,16,94,5.7,15,34,49.8,6.92,13.97,12.7,14.4
Idaho,Teton County,9,89,2.2,11,17,47.5,3.63,6.27,11,7.4
Idaho,Twin Falls County,12,80,2.7,15,23,50.6,3.6,6.77,11.98,11.1
Idaho,Valley County,12,87,3.8,20,27,48.2,3.43,6.21,10.71,8.7
Idaho,Washington County,13,90,4.1,18,39,50.2,5.12,7.47,13.3,14.2
Illinois,Adams County,11,92,3.9,11,31,50.8,2.44,8.52,11.81,10.7
Illinois,Alexander County,22,93,7.9,18,56,51.6,3.23,8.33,15.42,24.2
Illinois,Bond County,11,92,4.4,14,23,48,0.87,4.92,11.98,10.8
Illinois,Boone County,8,91,5.8,14,30,50,1.61,8.28,11.33,6.8
Illinois,Brown County,11,93,2.7,8,18,35.3,1.33,4.18,10.81,16.7
Illinois,Bureau County,9,84,5,11,33,50.9,1.62,9.38,11.68,10
Illinois,Calhoun County,10,86,5.3,9,20,50.2,1.44,8.73,11.58,9.2
Illinois,Carroll County,10,94,4.5,10,24,50.1,2.04,5.21,11.34,10.5
Illinois,Cass County,9,85,4.5,9,35,49.5,1.55,7.96,12.03,12.2
Illinois,Champaign County,15,86,4.4,20,34,50.2,1.69,8.73,12.15,15.1
Illinois,Christian County,11,91,5.3,8,37,49.1,1.31,8.63,11.79,9.9
Illinois,Clark County,11,89,5.2,9,33,50.3,1.42,8.87,12.35,10.4
Illinois,Clay County,11,84,5.3,10,44,50.5,1.97,6.62,12.14,13.3
Illinois,Clinton County,8,86,3.6,10,27,48.2,1.03,5.21,10.92,7.1
Illinois,Coles County,14,94,4.8,15,39,51.5,1.93,7.08,13.69,17.5
Illinois,Cook County,12,88,4,22,37,51.4,2.42,9.59,10.96,12.9
Illinois,Crawford County,11,89,5.4,11,26,47.7,2.17,7.69,11.52,11
Illinois,Cumberland County,10,87,4,10,23,50.3,0.83,4.78,12.05,8.9
Illinois,De Kalb County,13,90,4.4,19,34,50.5,1.89,9.3,12.32,10.8
Illinois,De Witt County,10,87,5.1,8,25,50.5,1.53,6.22,11.62,9.9
Illinois,Douglas County,9,96,4.1,11,25,50.6,1.24,5.8,11.99,8.2
Illinois,DuPage County,7,94,3.1,16,19,50.9,1.52,6.76,10.25,5.9
Illinois,Edgar County,12,87,4.7,11,37,51,1.3,6.93,12.08,11.7
Illinois,Edwards County,10,98,4.5,8,24,50.7,1.39,8.64,11.64,10.7
Illinois,Effingham County,9,92,3.7,8,27,50.2,1.09,5.42,11.4,9.3
Illinois,Fayette County,12,89,5.3,11,35,47.2,1.25,5.39,12.56,14.7
Illinois,Ford County,11,85,4.8,11,36,50.6,1.36,8.55,12.35,9.5
Illinois,Franklin County,14,83,6.1,11,38,50.7,2.31,17.21,13.24,15.5
Illinois,Fulton County,12,89,6.2,11,42,48,1.34,7,12.06,13.2
Illinois,Gallatin County,12,90,5.8,6,43,51.2,1.7,15.28,13.06,15.6
Illinois,Greene County,12,95,4.9,11,36,49.7,1.24,8.25,12.35,13.3
Illinois,Grundy County,9,94,4.7,15,24,50.1,1.6,10.46,10.84,5.9
Illinois,Hamilton County,11,99,4.4,10,22,51.1,1.2,6.68,12.16,13
Illinois,Hancock County,10,82,4.7,7,29,50.4,1.54,4.8,11.73,11.2
Illinois,Hardin County,13,92,7.8,12,25,49.3,1.68,15.36,13.25,18
Illinois,Henderson County,10,82,5,6,26,51.2,1.79,4.65,11.54,10.6
Illinois,Henry County,10,92,5,8,27,50.2,1.28,5,11.53,9.6
Illinois,Iroquois County,10,94,4.5,14,29,50.9,1.03,9.08,12.34,11.2
Illinois,Jackson County,18,87,4.6,21,46,50.3,2.27,9.34,14.09,17.2
Illinois,Jasper County,10,93,4.9,7,18,50,1.23,5.11,11.52,9.6
Illinois,Jefferson County,14,86,5.3,12,37,48.6,1.7,8.68,12.54,12.5
Illinois,Jersey County,9,85,4.9,11,21,51.1,1.03,11.95,11.27,8.5
Illinois,Jo Daviess County,9,93,4.4,11,26,50,2.27,5.32,10.99,9.1
Illinois,Johnson County,13,97,7.8,10,30,45.4,1.69,9.41,11.69,14.9
Illinois,Kane County,6,88,4.9,18,27,50.2,2.24,6.04,10.8,7.3
Illinois,Kankakee County,12,93,5.4,16,37,50.8,1.48,11.41,12.05,13.6
Illinois,Kendall County,6,95,3.5,13,21,50.4,1.26,6.58,10.12,3.9
Illinois,Knox County,13,87,5.3,12,39,49.6,2.47,10.92,12.9,13.4
Illinois,Lake County,7,91,4.5,16,24,50,1.94,14.74,10.66,7
Illinois,LaSalle County,10,85,5.8,13,34,49.5,1.83,8,11.68,11.4
Illinois,Lawrence County,13,79,5.9,10,34,44,2.82,11.87,11.96,16.5
Illinois,Lee County,10,83,4.4,10,28,46.9,1.99,11.83,11.49,10.6
Illinois,Livingston County,11,94,4.4,12,37,49.8,1.5,8.76,11.78,9.9
Illinois,Logan County,10,82,4.7,8,25,49.2,1.43,7.26,11.27,11.6
Illinois,Macon County,14,89,5.1,15,30,51,1.81,12.57,12.45,12.8
Illinois,Macoupin County,6,93,3.5,14,20,50.2,1.25,8.24,11.96,10.8
Illinois,Madison County,12,92,4.2,14,24,51.4,1.26,7.82,11.67,11
Illinois,Marion County,14,85,5.6,13,41,52.1,2.61,15.94,12.76,14.2
Illinois,Marshall County,11,88,4.9,11,31,50.5,1.63,4.2,11.35,9.3
Illinois,Mason County,12,87,4.5,12,33,51.3,1.37,7.44,12.22,13.4
Illinois,Massac County,13,82,4.9,13,42,51.1,2.44,7.9,12.65,14.8
Illinois,McDonough County,9,87,5.2,9,21,50.4,2.43,8.59,12.98,16.8
