state,county,food2020,HSgrad2020,unemployed2020,housingProblems2020,singleParent2020,female2020,AUDmortality2014,SUDmortality2014,distress2020,poverty2020
Indiana,Jasper County,10,93,3.9,9,28,50.3,1.52,9.54,13.18,8.3
Indiana,Jay County,13,96,3.3,12,37,50.2,1.83,12.83,15,13.9
Indiana,Jefferson County,12,82,3.4,14,36,51.9,2.95,12.53,14.14,12.7
Indiana,Jennings County,12,91,3.6,12,32,49.9,1.71,16.13,14.48,10.8
Indiana,Johnson County,11,93,2.9,12,29,50.6,2.1,5.39,12.96,6.7
Indiana,Knox County,14,97,3.3,11,36,49.4,1.37,9.1,14.32,15.9
Indiana,Kosciusko County,10,93,2.6,11,29,50,2.39,8.81,12.98,8.2
Indiana,LaGrange County,9,93,2.5,14,15,49.2,1.4,5.05,13.54,8.8
Indiana,Lake County,14,87,4.9,15,42,51.6,2.83,13.9,13.85,15.8
Indiana,LaPorte County,14,89,4.4,14,42,48.5,3.51,11.74,14.21,12.1
Indiana,Lawrence County,12,84,3.8,11,32,50.5,1.81,8.75,13.76,11.8
Indiana,Madison County,14,85,3.9,13,39,50,4.01,20.68,15.09,12.1
Indiana,Marion County,17,76,3.5,18,47,51.8,6.98,16.65,13.62,14.4
Indiana,Marshall County,10,90,3.2,13,23,50.2,2.24,7.85,13.92,9.3
Indiana,Martin County,11,96,2.7,9,29,49.3,1.55,8.32,13.8,11.2
Indiana,Miami County,14,95,4,11,37,46.2,1.86,7.19,14.64,13.1
Indiana,Monroe County,17,91,3.6,21,31,50.3,3.3,12.52,15.21,18.2
Indiana,Montgomery County,11,97,3,10,29,49.3,2.05,15.24,12.98,10.8
Indiana,Morgan County,11,92,3.4,11,29,50.3,1.54,13.61,13.34,8.5
Indiana,Newton County,12,88,4.3,9,36,49.5,1.12,7.71,14.11,10.5
Indiana,Noble County,9,91,2.9,11,27,49.9,2.03,8.61,12.89,9.9
Indiana,Ohio County,10,94,3.5,8,22,50.5,1.89,13.73,11.82,9.8
Indiana,Orange County,13,92,3.9,12,37,50.1,1.64,7.94,14.41,13
Indiana,Owen County,13,92,4.4,11,32,50,1.6,9.66,13.91,11.7
Indiana,Parke County,13,85,4,12,31,52.7,1.57,8.46,14.91,14.3
Indiana,Perry County,13,90,3.7,9,35,46.4,2.09,7.84,13.79,12.3
Indiana,Pike County,11,93,3.5,6,22,50.1,1.47,8,13.61,9.7
Indiana,Porter County,10,91,3.8,13,28,50.5,1.71,12.19,13.52,8.6
Indiana,Posey County,10,93,2.8,10,21,50.1,1.11,8.25,12.74,9.3
Indiana,Pulaski County,12,92,3.1,13,30,49,1.72,11.74,13.66,11.2
Indiana,Putnam County,12,91,3.8,11,30,47.5,1.59,7.81,12.79,11.3
Indiana,Randolph County,13,91,3.9,10,38,50.9,3.01,12.86,14.44,12.4
Indiana,Ripley County,11,94,3.6,12,28,50.5,1.47,9.18,13.79,9.5
Indiana,Rush County,13,98,2.9,10,27,50.7,2.69,10.4,14.42,9.7
Indiana,Scott County,14,85,3.6,13,36,51.3,3.69,33.67,14.12,13.9
Indiana,Shelby County,12,87,3.9,10,27,50.9,4.19,13.97,13.33,9.4
Indiana,Spencer County,11,95,3.1,12,31,50.3,1.8,6.59,12.83,7.9
Indiana,St. Joseph County,10,93,3.3,8,20,49.7,4.76,10.58,14.07,12.7
Indiana,Starke County,13,93,4.3,12,25,50.1,2.29,22.71,14.71,14.2
Indiana,Steuben County,10,86,2.7,9,28,49.2,2.24,6.7,12.94,9.6
Indiana,Sullivan County,14,82,4.7,15,36,45.7,2.35,14.39,14,15.5
Indiana,Switzerland County,14,95,3.9,15,26,48.5,2.33,16.65,15.51,14
Indiana,Tippecanoe County,15,85,3.2,18,31,48.9,1.73,9.19,15.26,16.1
Indiana,Tipton County,10,95,2.8,7,25,50.2,1.36,13.55,13.19,7.3
Indiana,Union County,11,92,3.1,12,33,50.4,2.27,15.36,13.96,10
Indiana,Vanderburgh County,15,81,3.2,14,39,51.5,2.4,13.91,15.46,14.6
Indiana,Vermillion County,13,94,5.5,9,37,50.3,1.86,9.46,13.59,11.9
Indiana,Vigo County,16,89,4.4,16,42,49.3,2.25,9.37,15.63,20.7
Indiana,Wabash County,12,87,3.5,10,31,51.5,2.06,17.19,13.83,10.6
Indiana,Warren County,10,96,3.2,7,34,50.6,1,6.94,13,8.1
Indiana,Warrick County,10,91,2.9,11,22,51,1.2,5.76,12.31,6.4
Indiana,Washington County,12,90,3.5,12,30,50.2,2.18,14.25,13.86,13.4
Indiana,Wayne County,15,82,3.6,14,45,51.6,3.82,18.71,15.12,15.1
Indiana,Wells County,10,97,2.8,9,24,50.7,1.29,9.97,13.26,8.2
Indiana,White County,10,86,3.1,8,27,50.2,2.05,10.1,13.06,9
Indiana,Whitley County,10,91,2.9,7,27,50.2,0.94,5.09,13.02,7.2
Iowa,Adair County,10,96,2.4,8,31,50.3,1.94,4.3,11.15,10.8
Iowa,Adams County,10,98,1.9,7,14,49.9,3.1,6.44,10.82,10.8
Iowa,Allamakee County,11,91,3.1,10,17,49.3,2.16,3.31,11.21,10.9
Iowa,Appanoose County,13,91,3.3,13,27,50.6,4.09,8.86,12.15,14.6
Iowa,Audubon County,11,97,2.4,6,28,51.5,2.22,3.07,11.07,9.6
Iowa,Benton County,10,92,2.7,8,25,50.1,2.14,3.43,10.65,7.5
Iowa,Black Hawk County,14,89,2.8,15,34,50.8,4.13,5.33,11.24,12.2
Iowa,Boone County,10,94,2.1,12,30,49.5,2.28,4.62,11.08,6.9
Iowa,Bremer County,9,94,2,9,19,50.5,1.41,2.91,10.46,5.6
Iowa,Buchanan County,10,94,2.6,10,25,50.3,1.87,3.2,10.55,8.3
Iowa,Buena Vista County,9,76,2.1,15,32,49.2,2.65,2.92,10.81,9.1
Iowa,Butler County,10,99,2.7,8,20,50.1,1.51,2.83,10.53,8.4
Iowa,Calhoun County,12,93,2.5,11,27,48.4,2.44,3,11.38,10
Iowa,Carroll County,10,95,1.9,9,25,50.8,2.02,3.71,10.49,7
Iowa,Cass County,13,88,2.7,10,31,50.8,2,4.54,11.83,10.8
Iowa,Cedar County,9,87,2.4,8,18,50.2,1.74,3.84,10.04,7.3
Iowa,Cerro Gordo County,11,92,2.6,10,35,51.1,4.21,6.22,11.29,10.6
Iowa,Cherokee County,10,96,2.2,6,42,49.7,2.79,3.73,11.37,9
Iowa,Chickasaw County,10,95,2.7,8,15,49.4,1.88,3.11,11,8.3
Iowa,Clarke County,11,93,2.8,13,18,49.4,2.01,6.12,11.41,11.1
Iowa,Clay County,12,95,3.2,10,30,50.8,2.96,2.45,11.04,8.1
Iowa,Clayton County,11,91,3.2,11,28,49.4,1.94,3.51,11.26,10.4
Iowa,Clinton County,12,87,3.2,11,38,50.9,1.38,4.73,11.78,12.5
Iowa,Crawford County,10,88,3.4,11,30,48.9,2.72,4.36,11.83,12.5
Iowa,Dallas County,8,98,1.7,10,15,50.7,1.4,3.21,9.47,4.4
Iowa,Davis County,11,96,2.7,12,14,50.5,1.6,4.27,11.67,11.7
Iowa,Decatur County,14,96,2.2,16,25,50.1,2.13,6.87,12.89,16.9
Iowa,Delaware County,9,97,2.1,13,20,49.6,1.91,3.21,11.08,8.4
Iowa,Des Moines County,13,84,3.3,13,42,51.3,3.13,7.26,12.24,13
Iowa,Dickinson County,10,93,3.2,10,28,50.3,3.36,2.91,10.64,6.7
Iowa,Dubuque County,11,91,2.4,12,29,50.6,2.29,4.49,11.03,8.9
Iowa,Emmet County,10,94,2.7,10,33,49.8,3.75,2.89,11.79,10.2
Iowa,Fayette County,12,91,3,12,33,49.6,1.91,3.36,11.14,11.8
Iowa,Floyd County,12,96,2.7,10,27,50.6,2.24,3.01,11.84,9.3
Iowa,Franklin County,11,92,2.1,11,33,49.6,1.58,2.31,12.01,10.5
Iowa,Fremont County,10,95,1.9,10,25,50.1,2.17,5.16,11.2,9.1
Iowa,Greene County,10,84,2.3,12,28,50.7,2.34,4.32,11.16,10.7
Iowa,Grundy County,9,98,2.5,7,17,50.7,1.46,2.86,10.09,5.5
Iowa,Guthrie County,10,98,2.6,13,30,50.1,1.55,2.9,10.93,8.5
Iowa,Hamilton County,10,96,2.7,12,16,50.2,2.32,3.12,10.62,8.1
Iowa,Hancock County,9,97,2.3,9,21,49.9,2.8,2.92,10.7,8.1
Iowa,Hardin County,10,93,2.8,7,26,49.8,1.52,2.95,10.8,9.6
Iowa,Harrison County,10,97,2.2,10,30,50,2.3,5.72,10.92,8.3
Iowa,Henry County,11,91,2.5,11,36,48.4,1.58,3.16,11.02,10.8
Iowa,Howard County,11,96,2.5,12,27,50.1,3.44,2.91,11.11,10.5
Iowa,Humboldt County,11,93,2.5,9,31,50.7,1.58,2.81,11.49,8.8
Iowa,Ida County,10,98,2,5,18,50.1,2.19,4.26,10.79,10.3
Iowa,Iowa County,10,94,2.1,8,19,50.2,1.94,3.48,10.5,6.4
Iowa,Jackson County,11,94,2.8,9,29,50.1,1.99,5.6,11.1,11.4
Iowa,Jasper County,10,95,2.6,11,30,48.9,1.98,6.66,10.81,8.5
Iowa,Jefferson County,13,92,2.4,14,36,44.9,1.99,4.78,10.7,14.8
Iowa,Johnson County,13,92,1.9,19,25,50.4,2.95,5.07,10.95,14.1
Iowa,Jones County,11,96,3,9,20,48.3,1.83,3.18,10.76,9.9
Iowa,Keokuk County,11,96,2.9,11,21,49.1,2.33,3.67,11.09,13.7
Iowa,Kossuth County,10,94,2,8,29,49.6,2.2,2.64,10.84,10
Iowa,Lee County,14,90,4,11,33,49.6,2.25,7.94,11.96,11.5
Iowa,Linn County,11,89,2.8,10,31,50.7,2.83,6.89,10.62,8.1
Iowa,Louisa County,9,88,2.6,10,23,49,1.77,4.61,10.94,9.1
Iowa,Lucas County,11,100,2,12,27,49,1.91,5.4,10.75,13.5
Iowa,Lyon County,7,94,1.5,7,12,49.3,2.17,2.82,10.12,6.3
Iowa,Madison County,10,99,3.2,9,20,50.1,2.8,4.05,10.27,7.5
Iowa,Mahaska County,12,91,2.5,13,29,49.4,2.24,5.12,11.58,10.2
Iowa,Marion County,10,96,2,11,22,50,2.2,5.68,10.58,8
Iowa,Marshall County,9,90,4.4,10,29,49.4,3.45,5.2,10.87,10.1
Iowa,Mills County,9,95,2.1,9,23,49.7,1.84,6.63,10.42,8.3
Iowa,Mitchell County,9,100,1.9,7,19,50.2,1.83,2.51,10.99,8.9
Iowa,Monona County,13,91,2.8,10,32,51.2,2.25,6.98,11.79,11
Iowa,Monroe County,11,99,2.9,12,23,50.5,4.11,6.41,11.4,11.4
Iowa,Montgomery County,13,91,2.4,11,40,51.3,2.34,6.95,12.15,11.6
Iowa,Muscatine County,9,88,2.6,12,35,50,1.96,4.85,10.74,10.2
Iowa,O'Brien County,10,87,2,9,21,49.9,2.28,2.56,10.81,8.4
Iowa,Osceola County,10,94,1.9,10,23,49,1.55,1.94,10.93,7.9
Iowa,Page County,12,97,2.5,13,27,47.2,2.15,4.44,11.41,13.2
Iowa,Palo Alto County,10,92,2.2,10,18,50.2,6.5,3.95,10.7,9.5
Iowa,Plymouth County,9,97,1.9,7,27,50.1,2.27,3.15,10.6,6
Iowa,Pocahontas County,11,90,1.8,7,20,50.2,2.33,2.8,11.73,10.2
Iowa,Polk County,11,89,2.5,14,33,50.7,4.51,7.54,10.85,11.5
Iowa,Pottawattamie County,11,90,2.3,13,34,50.8,2.97,7.96,11.18,9.2
Iowa,Poweshiek County,11,93,2.3,9,24,51.5,3.33,5.56,11.25,11.6
Iowa,Ringgold County,11,98,2.8,10,23,50.6,2.07,5.27,11.37,13.3
Iowa,Sac County,10,98,2.4,8,30,50.7,1.99,3.84,10.6,10.5
Iowa,Scott County,12,88,3,13,34,51,4.22,8.6,10.95,12.1
Iowa,Shelby County,9,99,2,9,21,50.6,1.91,4.07,10.8,8.3
Iowa,Sioux County,7,89,1.8,9,14,49.7,1.21,1.62,10.17,6.5
Iowa,Story County,15,98,1.6,20,23,47.8,2.24,3.94,11.61,12.4
Iowa,Tama County,10,97,3,10,30,49.9,3.04,4.65,11.14,10.8
Iowa,Taylor County,10,97,2,10,27,49.3,2.56,4.54,11.59,10.5
Iowa,Union County,12,93,3.5,10,28,51.5,1.89,5.74,11.82,12.1
Iowa,Van Buren County,11,96,2.7,8,18,48.5,1.99,4.95,11.24,14.4
Iowa,Wapello County,13,92,3.4,16,36,50.2,2.4,5.26,12.35,15.5
Iowa,Warren County,9,96,2.3,9,22,50.7,1.22,3.67,10.11,4.9
Iowa,Washington County,10,91,2.3,8,25,50.6,2.09,4.44,10.85,7.1
Iowa,Wayne County,12,97,2.7,12,28,50.9,1.75,5.98,12.27,13
Iowa,Webster County,13,88,3.3,11,39,48.2,2.75,5.99,11.64,12.4
Iowa,Winnebago County,11,94,2.6,8,27,50.7,2.87,3.2,10.88,9.3
Iowa,Winneshiek County,10,97,2.7,8,17,50.1,1.68,2.8,10.22,9.2
Iowa,Woodbury County,11,88,2.5,12,40,50.4,5.4,7.05,11.69,11.3
Iowa,Worth County,10,99,2.7,7,39,49.5,4.34,4.27,10.67,8.5
Iowa,Wright County,10,92,2.6,10,35,49.7,2.32,3.06,11.27,10.7
Kansas,Allen County,14,85,4,9,26,50.7,2.31,11.8,12.08,14.5
Kansas,Anderson County,14,93,3.5,12,17,50.4,2.62,9.17,12.08,12.7
Kansas,Atchison County,16,85,4.6,12,20,51.5,2.3,6.6,12.24,13.1
Kansas,Barber County,14,82,2.6,10,28,48.5,2.65,9,11.78,12
Kansas,Barton County,13,84,3.3,12,40,50.6,2.08,5.76,11.75,12.7
Kansas,Bourbon County,15,87,4.2,13,27,50.6,2.68,10.85,13.2,14.5
Kansas,Brown County,13,85,3,9,38,50.6,2.23,7.79,11.81,13
Kansas,Butler County,12,88,3.5,12,21,49.7,2.62,10.06,11.51,8.7
Kansas,Chase County,12,85,2.6,10,30,49.1,2.32,6.13,11.28,10.1
Kansas,Chautauqua County,14,95,4,12,37,48.5,3.41,11.98,11.95,18.3
Kansas,Cherokee County,13,92,3.8,10,30,50.8,4.84,14.4,12.39,14.3
Kansas,Cheyenne County,11,97,2.4,6,20,49.3,2.09,3.91,11.44,11.8
Kansas,Clark County,11,92,2.4,15,42,50.4,3,5.93,11.7,11
Kansas,Clay County,12,89,3.2,9,24,50,2.44,6.59,10.83,9.8
Kansas,Cloud County,13,89,3.5,11,35,50.4,2.85,5.4,12.41,12.1
Kansas,Coffey County,13,93,4.8,10,31,50.6,3.19,9.19,10.89,9.6
Kansas,Comanche County,10,87,2.5,5,30,51.4,6.78,10.17,10.41,11.2
Kansas,Cowley County,14,87,3.4,12,36,49.7,3.89,13.04,11.93,14
Kansas,Crawford County,17,91,4,16,31,49.8,3.29,9.73,13.01,16.6
Kansas,Decatur County,14,86,3,10,24,49.7,3.91,4.92,12.22,12.4
Kansas,Dickinson County,13,90,3.5,11,23,49.6,4.06,7.35,11.71,9.8
Kansas,Doniphan County,14,84,3.5,9,22,49.7,1.66,4.54,11.13,12.9
Kansas,Douglas County,16,84,3.1,20,25,50.2,3.12,6.12,11.63,11.8
Kansas,Edwards County,9,81,2.4,6,20,49.1,3.3,6.01,11.42,10.8
Kansas,Elk County,13,94,3.3,9,19,49.5,3.46,11.39,12.09,15.1
Kansas,Ellis County,14,91,2.4,14,33,49.6,3.67,3.88,11.22,16
Kansas,Ellsworth County,12,82,2.8,10,30,43.5,2.27,5.27,11.01,10.6
Kansas,Finney County,8,82,2.5,16,36,48.5,6.62,4.71,11.49,12.2
Kansas,Ford County,7,91,2.6,16,33,48.1,3.56,3.64,11.58,10.3
Kansas,Franklin County,13,86,3.6,13,27,50.1,3.12,9.42,11.25,8.9
Kansas,Geary County,17,87,4.8,18,26,47.2,5.15,9.22,11.86,12.5
Kansas,Gove County,11,90,2.2,10,16,49.7,2.63,4.01,10.72,10.1
Kansas,Graham County,13,96,3.2,10,15,50.4,3.13,4.93,11.11,12.5
Kansas,Grant County,5,84,2.8,14,15,49.8,3.78,3.98,10.38,10.1
Kansas,Gray County,9,97,2,9,19,49.7,2.61,3.6,10.26,7
Kansas,Greeley County,10,94,2,13,20,52.1,5.89,6.63,11.45,10
Kansas,Greenwood County,13,97,3.6,10,33,50,3.17,12.27,12.04,12.7
Kansas,Hamilton County,8,100,2,10,19,48.2,6.98,6.76,11.24,10.4
Kansas,Harper County,13,82,2.9,11,28,49.9,3.92,13.74,11.72,13.2
Kansas,Harvey County,12,89,3.2,11,21,50.6,4.09,7.51,11.09,9.3
Kansas,Haskell County,8,93,2.2,12,17,49.8,2.56,3.29,11.34,10.2
Kansas,Hodgeman County,10,93,2.5,5,18,50.2,2.21,3.17,10.18,9.1
Kansas,Jackson County,12,88,3,10,30,50,1.91,3.84,11.1,9.3
Kansas,Jefferson County,11,96,3.3,10,20,49.1,2.15,5.47,10.29,7.2
Kansas,Jewell County,13,91,2.8,8,13,48.9,4.6,4,12.27,13
Kansas,Johnson County,10,92,2.9,11,21,50.9,1.94,5.06,8.7,4.6
Kansas,Kearny County,8,93,2.4,9,27,50.1,3.14,3.98,11.24,9.4
Kansas,Kingman County,11,88,3.2,9,21,49.9,2.26,7.8,10.26,9.8
Kansas,Kiowa County,11,51,2.4,13,14,51,3.39,6.37,11.26,12.3
Kansas,Labette County,15,95,4,14,35,50.3,4.18,11.85,12.53,14
Kansas,Lane County,11,96,2.8,10,13,49.5,2.23,3.68,11.46,9.6
Kansas,Leavenworth County,13,91,3.6,12,26,46.8,2.92,7.96,10.43,8.5
Kansas,Lincoln County,11,90,2.5,8,30,50.4,3.8,4.57,11.16,12.7
Kansas,Linn County,15,88,5.9,20,30,49.4,2.65,8.74,12.29,12.5
Kansas,Logan County,11,86,2.2,15,23,50.3,3.15,6.24,10.39,9.1
Kansas,Lyon County,14,92,3.5,14,38,51.4,3.01,5.49,12.17,12.6
Kansas,Marion County,11,92,2.6,8,25,51,2.08,3.34,11.12,10.1
Kansas,Marshall County,12,86,3.1,10,17,50.3,2.69,6.1,11.25,8.7
Kansas,McPherson County,11,96,2.6,10,21,50.2,2.78,6.05,10.19,7.7
Kansas,Meade County,10,92,2.1,10,32,49.3,3.28,3.99,11.17,9.3
Kansas,Miami County,11,93,3.6,13,20,50.3,2.05,8.64,10.33,7.6
Kansas,Mitchell County,13,97,2.3,11,19,49.4,4.2,4.01,11.35,10
Kansas,Montgomery County,15,86,4.3,15,38,50.5,3.08,13.94,12.59,17.8
Kansas,Morris County,11,94,2.8,8,29,50,2.8,6.29,10.98,10.5
Kansas,Morton County,10,84,3.3,6,39,50.4,3.09,10.63,10.94,12.1
Kansas,Nemaha County,12,94,2.3,8,18,49.4,2.07,3.93,10.54,8.3
Kansas,Neosho County,16,95,4.9,13,35,50.5,3.5,11.81,12.88,13.8
Kansas,Ness County,10,94,2.8,8,16,50.7,2.44,3.49,11.41,9.6
Kansas,Norton County,11,88,2.1,6,29,44.1,2.86,4.74,10.58,12.9
Kansas,Osage County,13,91,3.8,12,29,49.9,2.59,8.18,11.5,10.1
Kansas,Osborne County,14,91,2.6,10,27,49.5,3.1,4.26,11.31,11.7
Kansas,Ottawa County,11,93,2.9,7,24,48.1,2.84,5.64,11.01,10
Kansas,Pawnee County,12,90,3.2,7,34,43.9,3.24,6.64,10.89,14.9
Kansas,Phillips County,11,91,2.5,6,23,50.4,3.28,3.95,11.38,10.9
Kansas,Pottawatomie County,11,94,2.8,10,17,50.3,1.73,4.67,10.68,6.9
Kansas,Pratt County,12,81,2.8,15,25,50.5,4.56,8.24,10.89,9.6
Kansas,Rawlins County,11,96,2.1,7,14,49.5,1.92,3.88,10.84,11.1
Kansas,Reno County,13,87,3.6,13,29,49.8,3.24,8.74,11.09,10.6
Kansas,Republic County,12,85,2.7,8,12,50.6,1.74,3.78,11.77,9.9
Kansas,Rice County,13,91,2.9,10,27,50.1,2.69,7.06,11.49,10.3
Kansas,Riley County,18,84,2.9,21,27,47.5,2.93,3.77,11.95,19.2
Kansas,Rooks County,12,94,3.2,7,28,51.7,2.48,4.58,11.56,9.6
Kansas,Rush County,11,81,2.7,11,19,48.7,3.11,5.33,10.99,11.2
Kansas,Russell County,13,85,3,9,20,50.7,3.97,4.98,11.65,12.9
Kansas,Saline County,12,90,3.1,14,31,50.4,3.61,7.37,11.19,9.8
Kansas,Scott County,7,91,2,10,10,49.6,4.22,5.82,10.31,7.3
Kansas,Sedgwick County,14,82,3.8,13,34,50.5,4.38,12.51,12.46,13.4
Kansas,Seward County,7,83,3.3,16,42,49.3,3.81,5.73,12.13,11.5
Kansas,Shawnee County,13,88,3.5,13,30,51.6,4.09,9.83,11.36,10.5
Kansas,Sheridan County,9,96,2.3,6,33,49.7,2.56,4.04,11.29,10.5
Kansas,Sherman County,13,90,2.8,14,34,49.8,3.08,6.11,11.11,13
Kansas,Smith County,13,100,2.5,10,22,50.3,2.97,3.89,11.85,10.3
Kansas,Stafford County,11,84,2.7,8,26,49.2,3.27,8.13,11.61,11
Kansas,Stanton County,7,90,2.6,7,18,50.2,2.97,4.97,11.11,10.2
Kansas,Stevens County,9,90,2.8,13,15,50.5,4.28,4.57,11.62,9.7
Kansas,Sumner County,12,93,3.5,11,25,49.9,3.4,12.14,11.3,11.3
Kansas,Thomas County,11,89,2.6,13,13,51,3.28,5.23,11,9.1
Kansas,Trego County,10,95,3.2,6,36,49.2,2.18,4.6,10,10.4
Kansas,Wabaunsee County,10,95,3.2,9,18,48.9,2.99,5.84,10.18,8.5
Kansas,Wallace County,11,100,2.6,6,7,50.1,4.21,5.03,10.56,12.5
Kansas,Washington County,11,96,2.7,6,20,48.9,1.71,3.35,10.79,9.9
Kansas,Wichita County,7,91,2.2,8,8,49,6.51,5.16,10.28,10.6
Kansas,Wilson County,15,91,4.4,13,38,50.5,2.91,13.86,12.35,14.3
Kansas,Woodson County,15,91,4.3,11,32,49.7,2.73,11.09,12.69,14
Kansas,Wyandotte County,16,77,4.8,20,44,50.4,2.8,10.2,13.24,16.9
Kentucky,Adair County,15,97,5.1,12,21,50.5,1.47,12.66,15.92,22.1
Kentucky,Allen County,14,92,3.7,13,30,50.5,2.51,14.5,15.42,15.3
Kentucky,Anderson County,12,99,3.6,10,25,51,2.53,14.07,13.56,10
Kentucky,Ballard County,15,92,6.9,10,39,50.2,1.2,7.89,14.87,14.2
Kentucky,Barren County,16,95,4.4,14,34,51.7,1.62,9.63,15.95,17.3
Kentucky,Bath County,17,91,6.7,14,34,50.7,1.95,24.24,16.59,22.5
Kentucky,Bell County,22,96,6.3,20,36,51,2.28,35.25,18.86,29.8
Kentucky,Boone County,10,96,3.4,12,25,50.5,1.86,15.97,12.83,6.5
Kentucky,Bourbon County,14,93,4,14,38,51.3,3.08,16.2,14.68,14.1
Kentucky,Boyd County,16,94,5.9,12,40,50.2,1.91,23.24,14.85,15.8
Kentucky,Boyle County,14,97,4.4,12,29,50.2,2.34,14.47,14.47,14
Kentucky,Bracken County,15,94,4.9,14,23,49.9,1.99,13.36,15.25,13.2
Kentucky,Breathitt County,21,86,7.3,13,40,50,2.47,44.94,18.67,27.9
Kentucky,Breckinridge County,14,94,5.4,13,21,49.7,2.36,11.34,14.87,17.1
Kentucky,Bullitt County,10,91,4.1,11,31,50.3,1.85,14.45,13.06,8.7
Kentucky,Butler County,15,93,4.9,12,31,49.8,1.78,14.8,15.91,17.1
Kentucky,Caldwell County,14,94,4.7,9,37,51.8,2.19,12.5,14.79,15.3
Kentucky,Calloway County,16,96,3.9,19,30,51.3,1.91,10.29,15.15,15.6
Kentucky,Campbell County,12,98,3.3,13,33,50.9,2.59,27.56,13.65,10.6
Kentucky,Carlisle County,14,94,4.9,11,27,50.7,1.73,7.89,16.01,14.4
Kentucky,Carroll County,16,98,4.1,20,41,49.6,4.16,26.11,15.52,16.2
Kentucky,Carter County,17,99,9.2,12,37,50.8,1.9,23.96,16.35,18.5
Kentucky,Casey County,15,99,4.7,10,22,51.5,2.29,18.24,17.27,22.7
Kentucky,Christian County,18,94,5.2,17,34,46.5,3.93,9.01,15.65,16.9
Kentucky,Clark County,14,97,4.1,13,37,51.2,4.67,27.68,14.28,14.4
Kentucky,Clay County,22,84,7.1,16,33,47.9,1.98,34.54,18.83,37.3
Kentucky,Clinton County,15,98,5.5,11,33,50.9,2.48,37.02,16.88,21.5
Kentucky,Crittenden County,13,85,5.2,15,31,49.7,1.59,14.86,15.29,16.8
Kentucky,Cumberland County,16,98,4.5,12,34,51.3,2.32,23.77,15.6,21
Kentucky,Daviess County,14,95,4,13,35,51.1,3.93,11.8,14.21,13.4
Kentucky,Edmonson County,14,94,5.3,15,29,49.8,1.75,11.28,15.41,15.8
Kentucky,Elliott County,21,98,9.3,12,33,43.5,2.28,21.31,17.89,28.8
Kentucky,Estill County,18,97,5.5,18,37,50.5,2.25,32.35,17.32,20.6
Kentucky,Fayette County,15,89,3.3,17,37,50.9,6.73,17.31,13.74,14.6
Kentucky,Fleming County,15,95,5.4,14,24,50.9,1.99,16.87,15.48,14.6
Kentucky,Floyd County,19,96,6.6,13,35,51.1,2.68,47.73,18.15,28.3
Kentucky,Franklin County,14,88,3.7,13,35,51.7,2.78,12.38,13.55,12.8
Kentucky,Fulton County,21,98,5.8,14,59,50.3,2.73,10.5,16.92,25.2
Kentucky,Gallatin County,12,96,4.1,12,32,49.4,3.6,24.47,14.49,13.3
Kentucky,Garrard County,13,94,4.4,14,32,50.7,3.53,17.25,14.49,14
Kentucky,Grant County,15,89,4.3,15,37,49.9,2.32,26.31,15.59,12.8
Kentucky,Graves County,14,95,5,12,28,51.1,1.95,11.68,15.54,18.2
Kentucky,Grayson County,17,85,4.9,12,25,49.5,3.02,21.96,16.31,20.5
Kentucky,Green County,14,96,4.3,11,26,50.7,1.36,8.5,15.13,20.1
Kentucky,Greenup County,14,96,6.6,13,32,51.4,1.46,21.61,14.99,13
Kentucky,Hancock County,13,95,4.2,6,27,48.7,2.33,7.07,14.54,14.4
Kentucky,Hardin County,14,94,4.1,13,33,50.2,2.75,10.06,13.9,11.2
Kentucky,Harlan County,21,96,7.4,13,38,52,3.4,35.95,19.01,28
Kentucky,Harrison County,13,94,4.1,15,27,50.9,1.9,16.65,14.51,13.5
Kentucky,Hart County,15,94,4,12,25,50.8,2.43,10.81,16.19,22.1
Kentucky,Henderson County,16,96,3.8,13,41,51.7,2.76,12.08,14.96,13.4
Kentucky,Henry County,14,93,3.9,14,41,50.5,1.89,13.54,14.87,14.2
Kentucky,Hickman County,14,98,5.7,12,30,52.9,1.99,9.82,16.74,20.9
Kentucky,Hopkins County,14,91,4.4,12,34,51.2,2.84,15.1,14.69,18.1
Kentucky,Jackson County,19,89,7,17,27,50.3,1.7,17.06,17.69,24
Kentucky,Jefferson County,15,88,4.1,15,42,51.7,5.39,17.57,13.28,11.4
Kentucky,Jessamine County,14,95,3.6,13,36,51.3,2.88,16.49,14.42,10.5
Kentucky,Johnson County,17,96,6.9,15,21,51,1.8,34.75,15.68,22.5
Kentucky,Kenton County,13,92,3.4,13,36,50.5,4.19,22.8,13.12,11
Kentucky,Knott County,19,98,6.9,11,36,50.6,2.08,41.03,18.34,27.7
Kentucky,Knox County,21,95,6.2,14,36,51,2.42,30.69,18.7,27.8
Kentucky,Larue County,13,99,4.4,14,31,50.4,2.47,10.83,14.97,14.7
Kentucky,Laurel County,16,92,5.1,15,36,51,1.09,20.16,15.88,17.9
Kentucky,Lawrence County,17,92,7.2,11,25,50.2,2.29,30.21,16.52,22.3
Kentucky,Lee County,20,96,6.3,21,51,45.8,3.5,33.71,18.15,32.1
Kentucky,Leslie County,21,99,7.1,18,24,50.1,1.53,43.97,17.8,25.8
Kentucky,Letcher County,19,97,6.5,15,45,51.1,3.17,31.47,17.15,24.4
